Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S11753,Laura Tyler,2010-08-17,Grade 3,001-281-324-5681x22352
S11754,Kimberly Willis,2007-02-03,Grade 4,(253)322-1779
S11755,Jorge Spencer,2006-06-05,Grade 5,(716)532-6456x1384
S11756,Renee Martin DDS,2016-07-03,Grade 1,668-437-1431x316
S11757,Jessica Fernandez,2011-12-22,Grade 5,+1-209-530-8032x859
S11758,susan ferguson,2014-04-10,Grade 3,848-401-8277
S11759,Angela Harris,2016-02-01,Grade 4,+1-528-314-8031
S11760,antonio cummings,2011-04-20,Grade 5,(727)855-6991
S11761,Tony Moreno,2009-12-24,Grade 2,(643)473-8788
S11762,Jenna Moreno,2018-10-12,Grade 5,263.492.4219x662
S11763,Melissa Garcia,07-28-2011,Grade 1,591.760.7765x9914
S11764,Carrie Martin,2009-03-02,Grade 5,+1-898-265-3928
S11765,Patricia Mathis,2014-04-10,Grade 1,511-277-1474x93434
S11766,Maria Davis,2013-05-09,Grade 1,(423)243-2165x5804
S11767,Sonya Miller,2007-04-09,Grade 2,001-203-774-1298x928
S11768,Anthony Johnson,2015-11-24,Grade 1,5379813298
S11769,Michael Moore,2017-10-09,Grade 3,5329569085
S11770,Ryan Zimmerman,2016-02-14,Grade 3,830-604-2674x700
S11771,Anthony Davenport,2014-12-16,Grade 4,+1-827-345-0802
S11772,Misty Green,2007-01-27,Grade 3,(392)384-2725x439
S11773,Kyle Johnson Jr.,2009-11-01,Grade 4,658-325-4680
S11774,Jose Smith,2013-11-07,Grade 2,722-459-6702x83925
S11775,Jeffery Foster,02-26-2019,Grade 1,(411)710-1318
S11776,kenneth harrison,2011-02-26,Grade 3,(424)754-4202
S11777,christopher young,2018-08-14,Grade 2,709-852-5312
S11778,Kevin Oconnell,10-26-2016,Grade 5,001-275-299-0677x77824
S11779,Kevin Jones,2013-06-14,Grade 4,836.652.0638x3571
S11780,ms. taylor guerrero,2014-03-13,Grade 1,001-900-476-7858
S11781,Monica Wallace,2018-01-06,Grade 5,
S11782,Courtney Bernard DDS,2010-09-07,Grade 2,(745)203-3901x390
S11783,Patrick Smith,2019-02-10,Grade 3,(559)841-4467
S11784,Crystal Carter,2012-05-27,Grade 5,(983)223-8900
S11785,Kristy Gomez,2018-12-03,Grade 2,495-900-7265
S11786,Tina Wilson,09-15-2011,Grade 4,(392)948-4349x385
S11787,Chelsea Torres,2010-04-19,Grade 1,(745)401-9334x83023
S11788,Diana Mason,2007-01-28,Grade 5,963-234-7660
S11789,Paul Mejia,2016-12-01,Grade 4,
S11790,Charles Miller,2018-11-15,Grade 3,+1-710-979-4413x216
S11791,Luis Nelson,2010-11-13,Grade 4,+1-531-691-5328
S11792,jennifer salazar,2010-05-07,Grade 3,488-219-4112x283
S11793,Jean Munoz,2017-09-28,Grade 5,633.503.7685x26939
S11794,Chris Stevenson,2016-02-13,Grade 1,569.933.1688x1780
S11795,Matthew Martin,06-27-2007,Grade 4,(976)841-3814x724
S11796,Jennifer Rose,2011-07-04,Grade 4,001-211-486-6078x4575
S11797,Wesley Cherry,2019-02-09,Grade 5,474-657-2580x405
S11798,Joe Summers,2009-08-10,Grade 2,388.407.5299
S11799,Amber Bates,2013-10-02,Grade 3,730.490.5788x07665
S11800,David Pierce,2012-02-27,Grade 1,001-752-550-6047x052
S11801,Michael Cummings,2010-11-21,Grade 1,813.960.4864x8183
S11802,Stacie Johnson,2017-05-02,Grade 2,(971)544-6810
S11803,Luis Bryan,11-19-2014,Grade 3,683-769-9136x804
S11804,Alexander Smith,2014-06-18,Grade 4,+1-693-255-2470
S11805,Brian Nguyen,2014-03-03,Grade 5,+1-807-876-6548x1142
S11806,jonathan williams,2013-09-17,Grade 4,
S11807,Ryan Wright DDS,2016-02-18,Grade 4,704-351-9181
S11808,Laura Roman,2007-04-05,Grade 5,001-202-734-9016x6876
S11809,Ellen Hill,2017-07-03,Grade 1,+1-470-817-7475x73822
S11810,Cody Warren,2017-12-02,Grade 1,292-254-3389
S11811,Samantha Bell,2014-03-28,Grade 2,434-306-2411x36216
S11812,Kathryn Bentley,2018-12-16,Grade 4,830.942.1790x48916
S11813,Daniel Wilson,09-06-2008,Grade 3,924.350.4196
S11814,Melissa Chavez,2014-05-30,Grade 1,
S11815,Danielle Williams,08-23-2015,Grade 3,786.984.9261x186
S11816,Amber Williams,2009-07-27,Grade 1,+1-879-466-0052
S11817,Linda Collins,2017-11-21,Grade 1,987.384.6485x647
S11818,Deborah Collier,2011-09-13,Grade 4,+1-568-813-6797x513
S11819,michele mata dds,2009-05-11,Grade 4,329-647-9017
S11820,jonathan adams,2019-02-21,Grade 3,(502)752-8985x486
S11821,Todd Cooper,2008-02-23,Grade 4,+1-593-911-5723x6158
S11822,Dr. Stephanie Hunter,2015-02-09,Grade 5,001-720-919-9977x13744
S11823,Kevin Gibson,2013-09-04,Grade 3,(802)536-3622x4267
S11824,william lopez,2013-12-20,Grade 1,8833754493
S11825,Gloria Steele,2016-03-25,Grade 5,001-542-563-6622
S11826,Tammy Pope,2010-01-09,Grade 2,(713)600-3688x438
S11827,Jeffrey Brown,2017-04-28,Grade 4,789-519-0350x4685
S11828,Robert Henson,2017-03-05,Grade 3,365-467-8633
S11829,Brandon Friedman,2006-08-06,Grade 1,(503)889-7785
S11830,Michelle Rios,2010-11-07,Grade 1,899.540.9941x377
S11831,Robert Clark,2014-10-04,Grade 5,+1-594-250-0043
S11832,Charles Krueger,2017-08-07,Grade 2,624-427-9331
S11833,jason barnes,2011-10-19,Grade 2,001-518-251-5927x30985
S11834,Sherri Bender,2015-01-09,Grade 2,001-778-669-1604x1019
S11835,Carlos Jacobs,2006-06-13,Grade 5,
S11836,Jessica Hopkins,2016-07-28,Grade 4,935-365-2997
S11837,Thomas Thomas,2009-09-23,Grade 2,(576)497-2185x47809
S11838,John Edwards,2009-07-31,Grade 1,739.231.5759
S11839,Carla Jones,2012-04-10,Grade 3,+1-724-985-3072x2269
S11840,sarah robbins,2017-07-15,Grade 1,+1-660-739-1936x210
S11841,Gina Thomas,2015-10-27,Grade 4,001-487-818-8258
S11842,Emily Jimenez,2017-10-19,Grade 3,216.441.7137x3862
S11843,Natalie Richardson,2009-04-23,Grade 4,(259)289-0278
S11844,Angela Downs,2017-03-31,Grade 2,001-576-651-1118
S11845,Nicole Smith,2017-11-11,Grade 1,2183645011
S11846,katherine jackson,2017-01-01,Grade 2,239.850.3047x998
S11847,Melissa Knight,2006-11-04,Grade 3,556-674-8217
S11848,Vincent Morrison,2018-10-20,Grade 3,(231)457-3401x34685
S11849,Evan Gates,2011-05-14,Grade 5,
S11850,Brent Parsons,2014-09-08,Grade 4,8714457629
S11851,Jessica Peterson,2010-12-27,Grade 1,+1-771-420-8193x2904
S11852,Michael Henderson,09-19-2012,Grade 2,650-407-9390x2265
S11853,Christian Wallace,2012-09-05,Grade 2,+1-653-574-9434x20279
S11854,Kimberly Duncan,2014-11-10,Grade 4,8582048116
S11855,Kelly Allen,2013-06-13,Grade 1,(675)999-6417x00970
S11856,Spencer Perez,2006-10-25,Grade 2,815-210-2892x70457
S11857,Jeffery Black,2012-01-19,Grade 4,781.693.3618
S11858,Joshua Davis,2009-06-20,Grade 3,310-398-8665
S11859,Carl Jimenez,02-13-2014,Grade 4,001-901-240-7553x962
S11860,Melissa Gomez,2009-12-01,Grade 1,9636607941
S11861,William Fisher,2017-09-12,Grade 1,808-311-7470x0606
S11862,Christopher Medina,2012-12-11,Grade 5,9804828741
S11863,Haley Koch,2013-04-10,Grade 4,270-962-0138x55391
S11864,Judy Ellison,2016-03-30,Grade 2,377-573-7801x28621
S11865,Anthony Sanders,2013-10-11,Grade 2,346.555.2713
S11866,Lucas Craig,2014-10-16,Grade 3,(907)239-1860x851
S11867,Shawn Martinez,2012-03-21,Grade 5,6018901225
S11868,Jeffrey Hawkins,2013-07-06,Grade 5,001-736-215-2409x136
S11869,Donna Roman,2007-10-25,Grade 5,+1-429-864-1144
S11870,James Ellis,2018-08-24,Grade 3,+1-744-973-0412x962
S11871,Paul Hayes,2014-06-08,Grade 4,7626013381
S11872,Felicia Lamb,2011-10-19,Grade 1,001-881-413-9962x788
S11873,David Howe,2018-11-08,Grade 5,
S11874,Deborah Howard,2012-03-28,Grade 2,442.973.5918x73605
S11875,Margaret Stevens,2006-09-10,Grade 3,001-611-961-1921
S11876,James Dodson,2015-10-31,Grade 1,762.526.2579x54880
S11877,Christopher Webster,2008-07-21,Grade 5,929.457.6542
S11878,Brandi Gross,2006-11-14,Grade 3,778-218-5618x22417
S11879,Joshua Watts,2009-09-16,Grade 5,+1-956-562-3208x7542
S11880,Bridget Lopez,2010-03-03,Grade 4,220-710-3314x234
S11881,Sydney Reyes,2018-03-18,Grade 4,001-813-712-7489
S11882,Hunter Thompson,2006-05-22,Grade 5,(566)706-2659
S11883,Stanley Adams,2006-10-03,Grade 3,
S11884,Jill Callahan,2015-05-11,Grade 3,+1-647-940-4807x0286
S11885,Joseph Cooper,2017-04-26,Grade 4,7689420344
S11886,jesus munoz,2014-04-29,Grade 5,999.632.2475x570
S11887,Lauren Montes,2017-06-15,Grade 1,755.528.5773x75851
S11888,Daniel Guerra,2006-04-18,Grade 2,(810)417-4471
S11889,Amy Jones,2012-03-25,Grade 5,677.378.7801x47514
S11890,Travis Blake,2012-01-14,Grade 4,487.607.6650x746
S11891,Marco Sexton,2008-07-22,Grade 1,270-949-9200x07411
S11892,Christian Harris,2014-03-07,Grade 2,001-292-462-3990x02159
S11893,alyssa thompson,02-10-2011,Grade 1,001-663-722-2409x09590
S11894,Michael Jensen,2017-07-05,Grade 1,996.347.1581x09428
S11895,Shannon Jenkins,2015-09-03,Grade 3,(593)671-6368x9478
S11896,Julie Young,2013-08-18,Grade 1,456.442.9039
S11897,angela davis,2006-08-07,Grade 1,001-990-574-8666
S11898,Jill Bean,2013-03-31,Grade 2,(673)935-4477x99827
S11899,Carol Lopez,2006-12-01,Grade 5,+1-965-935-5236x71711
S11900,Bernard Anderson,2006-06-25,Grade 2,8452506550
S11901,Eddie Hodge,2009-09-29,Grade 5,447.571.2070x9046
S11902,Susan Chen,2015-12-11,Grade 4,(279)703-0605
S11903,Tyler Richardson,2006-06-05,Grade 1,514.266.0478x161
S11904,Daniel Walker,2012-05-22,Grade 2,544-882-9474x262
S11905,Mary Trevino,2010-03-05,Grade 3,250.541.8882
S11906,Wanda Griffith,2009-05-06,Grade 2,932.218.9180
S11907,jeffrey miller,2017-08-17,Grade 3,438-978-3833x764
S11908,James Robles,2017-08-06,Grade 3,+1-497-774-0511x70467
S11909,Karla White,12-27-2014,Grade 5,+1-697-932-2479x768
S11910,Jessica Barrera,2009-10-01,Grade 3,(328)426-2752x81080
S11911,guy carroll,2016-11-16,Grade 2,(876)595-4202
S11912,donna rosario,2016-11-23,Grade 5,9117694411
S11913,Kerry Williams,2017-05-04,Grade 1,001-377-986-8472x67210
S11914,Tara David,2013-08-07,Grade 1,+1-409-563-5261x94259
S11915,Alex Morgan,2011-03-04,Grade 2,219.552.3308x7967
S11916,anthony flores,2016-11-07,Grade 1,553-456-3537
S11917,Victor Fleming,2012-01-03,Grade 3,(269)998-8743x4995
S11918,sheila beard,2014-05-01,Grade 1,883.609.5392
S11919,Michael Johnson,2010-05-20,Grade 4,353.350.3141
S11920,Paula Ramos DVM,2018-06-13,Grade 3,001-772-706-1630x7845
S11921,Jill Bright,2010-10-27,Grade 3,(502)305-1156
S11922,Amy Dickerson,2015-01-03,Grade 4,001-916-475-2892
S11923,Jennifer Bailey MD,2017-12-27,Grade 1,+1-807-600-2331x0109
S11924,Mr. Brian Thompson DVM,2013-07-12,Grade 1,647-308-9374
S11925,Edward Knight,2017-10-21,Grade 1,+1-426-454-5858x80118
S11926,Laurie Morris,2007-07-16,Grade 5,001-970-637-4918x84444
S11927,Cassandra Robbins,2012-11-19,Grade 1,673-992-3774
S11928,Ronald Martinez,2011-12-25,Grade 4,001-765-605-2120x80189
S11929,Kelly Rosario,2010-03-30,Grade 5,(737)261-5408x46841
S11930,Daniel Sherman,2009-03-18,Grade 2,211.227.9565
S11931,Mr. Chad Jones,2012-12-01,Grade 3,917-757-6805
S11932,Danny Brown,2017-09-11,Grade 2,555.849.6117x4211
S11933,William Jordan,2015-04-18,Grade 4,8677653791
S11934,Danielle Figueroa,2009-04-28,Grade 3,+1-339-935-6496
S11935,Juan Martinez,2010-01-17,Grade 3,9937943101
S11936,Daniel Anderson,2011-05-26,Grade 3,001-619-561-2610x4454
S11937,Jessica Morrison,2015-06-24,Grade 5,329.923.9076x294
S11938,Nancy Sanchez,2007-08-29,Grade 3,290.278.7849
S11939,David Dean,2009-12-30,Grade 2,475.702.6724
S11940,Charlotte Barnes,2013-04-08,Grade 1,(831)452-9212
S11941,Colleen Rivera,2018-01-28,Grade 5,001-489-499-8219
S11942,Mr. Bryan Foley,2010-07-22,Grade 2,(948)844-0373x8891
S11943,Jonathan Martin,2018-08-19,Grade 3,379.884.3955x200
S11944,Eileen Osborn,2011-12-11,Grade 3,001-977-451-4900x181
S11945,krystal pierce,2008-05-05,Grade 4,374-803-4783x105
S11946,Kenneth Munoz,2008-04-02,Grade 1,599.384.7975
S11947,Christina Strickland,2015-07-29,Grade 3,399-360-8125x78859
S11948,Javier Crane MD,2006-11-26,Grade 4,001-277-387-9959
S11949,Edward Conner,2011-12-07,Grade 5,336.566.2125
S11950,Keith Richardson,2012-08-07,Grade 3,(267)209-3877x210
S11951,Mr. Robert Jackson MD,2010-06-08,Grade 2,+1-603-873-3301x4233
S11952,James Hartman,2016-03-11,Grade 3,543-222-0768x34478
S11953,Stephanie Gray,2011-05-26,Grade 4,(512)697-2356x80771
S11954,Mary Green,2016-05-03,Grade 2,902.988.3436
S11955,angela solis,2010-08-30,Grade 3,001-620-803-8325x6590
S11956,Erin Lopez,2015-03-18,Grade 2,850.300.4170
S11957,david thomas,2018-02-22,Grade 1,(727)517-2705
S11958,Crystal Sparks,2013-01-26,Grade 3,+1-914-442-3700x9895
S11959,Jason Davis,09-04-2011,Grade 2,001-427-621-4637
S11960,Kevin Stephenson,2012-10-27,Grade 5,(940)685-2490x456
S11961,Joe Brown,2018-07-01,Grade 2,267.849.3936x20087
S11962,Kevin Green,2013-11-10,Grade 2,
S11963,Jessica Bentley,2011-05-04,Grade 2,746.895.2870
S11964,john kemp,2013-09-30,Grade 2,+1-921-666-4109x5100
S11965,Brittney Norman,2012-10-30,Grade 1,+1-868-671-7608x4755
S11966,Brenda Howe,2011-06-22,Grade 3,+1-492-911-9058x4159
S11967,Renee Johnson,2012-12-22,Grade 2,001-735-478-7711x3233
S11968,Charles Romero,2010-04-05,Grade 3,477-464-3352
S11969,Amanda Franco,2017-03-16,Grade 4,
S11970,Cynthia Rodriguez,2019-02-24,Grade 4,440-784-9467x6297
S11971,Linda Kelly,2014-12-02,Grade 2,001-782-784-7971x307
S11972,Eric Johnson,2011-06-11,Grade 5,001-537-570-2654x69046
S11973,Erin Bonilla,2018-06-27,Grade 3,+1-435-241-2546x2589
S11974,William Bennett,2016-11-24,Grade 4,001-532-248-9216x106
S11975,Chris Ford,2015-05-21,Grade 5,258-669-9000
S11976,Lawrence Dixon,2015-01-22,Grade 4,+1-576-975-6582x40754
S11977,Jeffrey Chang,2015-11-16,Grade 2,+1-816-450-4151x035
S11978,Adam Lee,2007-09-17,Grade 5,6086320556
S11979,Henry Davidson,2007-04-30,Grade 2,4864652411
S11980,Cynthia Keith,2010-11-12,Grade 3,
S11981,Michael Medina,2009-03-28,Grade 1,+1-331-546-3752x08724
S11982,lance jones,2013-09-08,Grade 5,979-895-1402x6915
S11983,Colleen Santos,2016-12-01,Grade 4,001-341-218-7981
S11984,Eric Porter,2015-02-25,Grade 2,626-759-2245
S11985,Samantha Willis,2013-12-20,Grade 3,454.647.9891x009
S11986,Bryan Lee,2011-12-25,Grade 5,469-898-5057x6904
S11987,Cynthia Powers,2013-10-28,Grade 5,
S11988,Rhonda Campbell,2006-08-22,Grade 3,001-810-331-3787x7467
S11989,Christine Lopez,2015-04-26,Grade 3,001-799-310-1105x90649
S11990,Brianna Garrett,2015-04-07,Grade 1,698.533.6452x4697
S11991,annette hester,2018-01-10,Grade 1,+1-215-514-7905x56792
S11992,Gilbert Brooks,2012-09-05,Grade 3,366.608.6610
S11993,Steven Lowe,2017-03-12,Grade 5,370-588-3529
S11994,Zachary Newman,2012-01-26,Grade 2,(633)795-7005x16770
S11995,Christopher Henry,2012-01-19,Grade 5,+1-535-910-8966x684
S11996,Travis Pope,2016-05-06,Grade 2,544-902-6136x569
S11997,Sarah Armstrong,2017-09-28,Grade 4,001-920-327-1587
S11998,Angela May,2018-05-31,Grade 3,(477)934-1549
S11999,Michael Daniels,2008-09-21,Grade 2,850-673-6049
S12000,Aaron Thomas,2014-12-14,Grade 1,(510)561-3599x72827
S12001,Jennifer Navarro,2009-08-28,Grade 4,(903)611-1497x81706
S12002,Regina Chan,2015-06-11,Grade 1,001-232-436-5628
S12003,Robert Wallace,2016-09-04,Grade 2,+1-895-963-1224x12934
S12004,Crystal Davis,2011-10-31,Grade 5,(781)457-8872x89721
S12005,William Potter,2017-12-04,Grade 3,(312)988-1893x5839
S12006,Richard Harrington,2013-02-23,Grade 2,373-357-4012
S12007,Victor Lam,2008-09-28,Grade 1,001-701-233-9069x0862
S12008,Emily Conner,2007-01-07,Grade 2,378-507-0894
S12009,Madeline Garner,2009-05-04,Grade 2,778-729-9001
S12010,Benjamin Ball,2007-08-28,Grade 5,860.734.5788x54171
S12011,Briana Knight,2010-06-11,Grade 3,683-931-4092
S12012,Mark Waters,2014-01-18,Grade 2,+1-808-796-1556x607
S12013,Matthew Young,2010-08-13,Grade 1,001-602-689-5351
S12014,Amy Pace,2012-01-02,Grade 3,+1-808-290-1598x6048
S12015,John Paul,2018-12-02,Grade 2,639.262.2603x38460
S12016,joseph hall,2006-05-16,Grade 5,299-327-0916
S12017,James Huang,2006-12-24,Grade 1,9152607286
S12018,Ryan Frye,2009-09-21,Grade 2,764-250-4979x963
S12019,Danielle Boyd,2011-01-07,Grade 5,001-778-258-4278
S12020,Mr. Javier Sparks,2010-07-07,Grade 1,876-956-7299x727
S12021,patrick donovan,08-19-2016,Grade 1,316-895-4948
S12022,kayla cook,2013-11-29,Grade 4,665.380.9455
S12023,Samantha Miller,2009-07-01,Grade 4,+1-839-669-0573x47983
S12024,Elizabeth Lewis,2010-11-19,Grade 2,266.817.2592x3765
S12025,Nicholas White,2008-05-23,Grade 1,958.401.7429
S12026,Deborah Evans,2018-09-02,Grade 5,(989)377-5332x5692
S12027,Teresa Morris,2006-06-22,Grade 5,887.241.1012x172
S12028,Matthew Smith,2017-10-29,Grade 5,983-819-9223
S12029,Amanda Perez,2013-02-10,Grade 4,+1-448-538-4382x30987
S12030,Andrew Curry,2015-01-10,Grade 4,5355248292
S12031,Amy Murphy,2008-11-10,Grade 4,8903297601
S12032,Jill Kelley,2008-07-23,Grade 5,+1-875-439-0691x13480
S12033,Miranda Roberts,2015-09-20,Grade 1,+1-295-240-5641
S12034,Stephanie Davis,2014-02-19,Grade 5,(419)508-8396x481
S12035,Shannon Campbell,2012-07-05,Grade 2,976.473.4830x947
S12036,Sarah Hogan,2008-03-06,Grade 2,(733)658-3110
S12037,Michelle Bartlett,10-02-2007,Grade 5,+1-361-298-0416x521
S12038,Anthony Miller,02-15-2012,Grade 2,001-223-470-1743x778
S12039,Brian Leon,2011-07-12,Grade 2,+1-971-388-3335x5556
S12040,sandra hurley,2011-08-20,Grade 5,877-713-9775x6623
S12041,tina thompson,2015-07-10,Grade 5,+1-236-711-5450
S12042,Stephen Shaw,2018-06-22,Grade 5,
S12043,Robert Castillo,2008-04-06,Grade 1,238.821.5772x091
S12044,Jay Chung,2014-06-11,Grade 4,001-362-647-0871x304
S12045,Mr. Reginald Daniel Jr.,2010-01-13,Grade 3,
S12046,Deanna Thompson,04-04-2014,Grade 5,879.236.4981x67361
S12047,Shane Porter,2012-07-07,Grade 4,544-882-6941
S12048,Joshua Nielsen,2016-10-14,Grade 3,502-456-6762x4888
S12049,amy hardy,2015-04-07,Grade 2,+1-548-796-7099x07482
S12050,Bailey Collins,2008-05-27,Grade 4,(336)625-6420x2926
S12051,Timothy Keller,07-25-2011,Grade 2,001-264-656-4700
S12052,Nathaniel Burke,2006-08-08,Grade 2,+1-998-335-6649x04522
S12053,Brian King,2014-07-12,Grade 4,001-399-200-5376x525
S12054,Barbara Phillips,2014-05-18,Grade 2,001-531-584-2863x43005
S12055,Wesley Gomez,2014-10-18,Grade 2,899.667.5762
S12056,Rebecca Garcia,2009-12-09,Grade 4,400.394.5916
S12057,Brittany Smith,2012-09-09,Grade 4,572-222-5119
S12058,Rebecca Soto,2016-02-01,Grade 1,+1-246-523-6082x4639
S12059,Christopher Mcclure,2017-07-04,Grade 2,730.463.8657x0900
S12060,Duane Sullivan,2007-02-03,Grade 5,936-612-1404
S12061,Diana Black,2015-06-18,Grade 5,8209617202
S12062,Shari Howe,08-03-2010,Grade 2,(442)540-3125
S12063,Christina Hernandez,2014-07-29,Grade 5,850.806.9612
S12064,dr. evan moore,2011-09-06,Grade 5,4148809887
S12065,connie horton,11-24-2008,Grade 2,
S12066,Vickie Foley,2013-11-03,Grade 3,295-432-8727
S12067,Erin Goodman,2008-11-20,Grade 4,341-233-8955
S12068,Benjamin Bell,2011-01-20,Grade 2,787-717-9547x83586
S12069,Roger Clark,2012-09-17,Grade 1,
S12070,Amanda Hill,2013-05-06,Grade 5,658.475.9503x93093
S12071,George Nunez,2014-09-24,Grade 1,274-380-9684
S12072,Lauren Schneider,2012-12-03,Grade 2,001-590-798-9179
S12073,Tammy Wilkins,2006-05-10,Grade 5,311-428-8267
S12074,Elizabeth Lawrence,2011-01-30,Grade 4,635-644-2816x7035
S12075,Jeffrey Nichols,2006-06-12,Grade 3,378.720.5730
S12076,Patricia Cherry DDS,02-28-2007,Grade 3,351.856.8151x6928
S12077,Diane Wright,2018-01-15,Grade 3,
S12078,matthew rogers,03-15-2012,Grade 3,9264348383
S12079,Brittany Adams,2011-12-26,Grade 5,+1-484-281-8062x743
S12080,thomas obrien,2008-07-16,Grade 3,
S12081,Brian Evans,05-30-2015,Grade 3,3304048981
S12082,jessica espinoza,2007-10-25,Grade 3,798.870.7030x08120
S12083,Cindy Winters,2017-01-14,Grade 2,
S12084,George Webb,2009-02-27,Grade 4,001-422-361-4384x5819
S12085,Anthony Bauer,2019-02-18,Grade 3,001-966-389-5841x8861
S12086,Jamie Turner,2015-03-24,Grade 1,734.808.5692
S12087,Robert White,2015-01-25,Grade 3,001-201-788-8097x012
S12088,Matthew Gill,2011-09-11,Grade 2,401-244-9682x011
S12089,craig gonzalez,2007-03-28,Grade 4,+1-352-942-2482x544
S12090,Shannon Allison,2017-06-13,Grade 2,3172701457
S12091,Jared Goodwin,2017-06-22,Grade 5,(443)755-4477
S12092,Daniel Bell,2011-09-02,Grade 1,648-224-0793x764
S12093,Amy Phillips,2009-12-08,Grade 2,+1-950-695-7052x7920
S12094,William Roberts,2011-12-07,Grade 1,
S12095,Lauren Brown,2014-08-18,Grade 2,001-757-240-0740x494
S12096,Lisa Reynolds,2017-01-05,Grade 1,(726)917-1124x31749
S12097,Emily Wright,2006-04-28,Grade 5,(858)249-5101x950
S12098,Mary Booth,2011-11-03,Grade 2,001-506-365-6380x4632
S12099,tiffany freeman,2018-02-27,Grade 4,733-619-8080x6187
S12100,Jenna Wiggins,2010-11-10,Grade 3,001-583-446-8436x739
S12101,Marie Hudson,2010-07-31,Grade 3,+1-643-264-9850x892
S12102,Brian Smith,2015-03-15,Grade 1,(744)539-5048
S12103,michelle landry,2012-09-08,Grade 3,252.571.0849x552
S12104,Mark Copeland,2015-12-01,Grade 3,001-981-516-0294x9414
S12105,Matthew Andrews,2010-04-14,Grade 3,001-819-372-1079x5635
S12106,Antonio Campbell,2012-01-22,Grade 4,001-589-964-3277x91946
S12107,Tamara Allison,2016-04-09,Grade 1,317.300.0138
S12108,Michelle Williams,2018-10-24,Grade 2,+1-265-741-9896
S12109,John Grant,2016-03-26,Grade 4,(960)685-3196x5196
S12110,Sabrina Brown,2007-03-29,Grade 3,
S12111,Linda Hill,2017-10-26,Grade 5,+1-598-604-0012x38921
S12112,Susan Durham,12-02-2011,Grade 2,+1-881-979-6451x79652
S12113,Duane Morse,09-11-2010,Grade 4,(218)728-4504
S12114,Kyle White,06-24-2008,Grade 5,684-400-0737
S12115,Jeffery Stewart,2008-11-17,Grade 3,(807)422-0577x04541
S12116,Jordan Barrera,2015-02-26,Grade 5,001-979-579-0849
S12117,Suzanne Evans,2008-02-06,Grade 4,636-341-6073
S12118,Tracey Turner,2012-08-30,Grade 2,390.394.5213x378
S12119,Henry Parker MD,2017-02-24,Grade 3,(918)392-7344x996
S12120,Andrew Rosales,2006-11-01,Grade 2,(844)236-4523
S12121,Timothy Bennett,2019-02-08,Grade 4,560.337.1197
S12122,James Nichols,2018-08-05,Grade 2,460.538.1249x544
S12123,Sharon Preston,2013-07-12,Grade 5,8044321841
S12124,Jason Scott,2017-10-22,Grade 2,(500)709-4376x89158
S12125,Douglas Richards,2010-10-18,Grade 5,+1-890-668-5278x1975
S12126,Krista Gutierrez,2007-05-11,Grade 5,(884)736-7842x52999
S12127,Mr. Mark Alexander,2016-12-07,Grade 4,(619)815-9055x7903
S12128,Joshua Garcia,2007-05-06,Grade 1,001-530-241-5614
S12129,Paul Lawrence,2013-11-26,Grade 4,001-643-430-0596
S12130,Troy Brown,2015-07-16,Grade 5,9012770834
S12131,Christian Peterson,2006-03-30,Grade 5,(732)317-5304x02764
S12132,Erin Pierce,2009-11-24,Grade 1,5985257610
S12133,Beth Stephens,2007-09-03,Grade 3,389.652.8336
S12134,Ryan Robinson,2009-03-04,Grade 5,001-520-967-2950
S12135,Juan Mccoy,2015-02-03,Grade 5,962-610-5930
S12136,Denise Patton,2016-01-02,Grade 1,340.678.5649
S12137,Robert Hernandez,2006-03-11,Grade 4,701-998-7620x7392
S12138,Keith Wood,01-17-2015,Grade 2,625.766.1101
S12139,Jessica Hall,2007-07-23,Grade 4,(270)269-1173x5503
S12140,Sean Perry,2011-10-08,Grade 2,(635)437-6131
S12141,Melissa Bowman,2018-06-05,Grade 5,676.985.9872
